J0024-2029_cw_p_dist	J0024-2029_cw_p_dist_ll	J0024-2029_cw_p_dist_ul	J0114+7148_cw_p_dist	J0114+7148_cw_p_dist_ll	J0114+7148_cw_p_dist_ul	J0234+0837_cw_p_dist	J0234+0837_cw_p_dist_ll	J0234+0837_cw_p_dist_ul	J0354-4032_cw_p_dist	J0354-4032_cw_p_dist_ll	J0354-4032_cw_p_dist_ul	J0444+4032_cw_p_dist	J0444+4032_cw_p_dist_ll	J0444+4032_cw_p_dist_ul	J0604-0837_cw_p_dist	J0604-0837_cw_p_dist_ll	J0604-0837_cw_p_dist_ul	J0724-7148_cw_p_dist	J0724-7148_cw_p_dist_ll	J0724-7148_cw_p_dist_ul	J0814+2029_cw_p_dist	J0814+2029_cw_p_dist_ll	J0814+2029_cw_p_dist_ul	J0934-2644_cw_p_dist	J0934-2644_cw_p_dist_ll	J0934-2644_cw_p_dist_ul	J1024+5812_cw_p_dist	J1024+5812_cw_p_dist_ll	J1024+5812_cw_p_dist_ul	J1144+0251_cw_p_dist	J1144+0251_cw_p_dist_ll	J1144+0251_cw_p_dist_ul	J1304-4835_cw_p_dist	J1304-4835_cw_p_dist_ll	J1304-4835_cw_p_dist_ul	J1354+3322_cw_p_dist	J1354+3322_cw_p_dist_ll	J1354+3322_cw_p_dist_ul	J1514-1428_cw_p_dist	J1514-1428_cw_p_dist_ll	J1514-1428_cw_p_dist_ul	J1724+1428_cw_p_dist	J1724+1428_cw_p_dist_ll	J1724+1428_cw_p_dist_ul	J1844-3322_cw_p_dist	J1844-3322_cw_p_dist_ll	J1844-3322_cw_p_dist_ul	J1934+4835_cw_p_dist	J1934+4835_cw_p_dist_ll	J1934+4835_cw_p_dist_ul	J2054-0251_cw_p_dist	J2054-0251_cw_p_dist_ll	J2054-0251_cw_p_dist_ul	J2214-5812_cw_p_dist	J2214-5812_cw_p_dist_ll	J2214-5812_cw_p_dist_ul	J2304+2644_cw_p_dist	J2304+2644_cw_p_dist_ll	J2304+2644_cw_p_dist_ul	cos_gwtheta	cos_gwtheta_ll	cos_gwtheta_ul	cos_inc	cos_inc_ll	cos_inc_ul	gwphi	gwphi_ll	gwphi_ul	log10_Mc	log10_Mc_ll	log10_Mc_ul	log10_fgw	log10_fgw_ll	log10_fgw_ul	log10_h	log10_h_ll	log10_h_ul	phase0	phase0_ll	phase0_ul	psi	psi_ll	psi_ul
0.8172385323490062	nan	nan	1.1606598563230173	nan	nan	0.8988501895980388	nan	nan	1.210278964217761	nan	nan	1.2610460628218214	nan	nan	1.2986554002480424	nan	nan	1.2981647937648926	nan	nan	0.7723508778050475	nan	nan	1.270364538963141	1.1977080020781457	1.2980131103568773	0.8650126242111652	nan	nan	1.1215296425900934	nan	nan	0.7093180584714263	nan	nan	0.7171040328167235	nan	nan	0.7109806971504657	0.7027781283926622	0.7665189231147609	1.2418656972969293	1.1737180767539352	1.2982253043036565	0.719080828564152	nan	nan	0.7178370305421616	nan	nan	0.7026953980637445	nan	nan	1.0463624329979124	nan	nan	0.8376992230731791	nan	nan	0.9124145682325047	0.9124132755483721	0.9124157415471564	0.9992910072996815	0.9928544411518162	0.9992910072996815	3.053645606988104	nan	nan	7.20137302374623	nan	nan	-7.847833338163699	-7.84784442791652	-7.847821543282087	-12.954340256760302	-12.989721257646696	-12.954340256760302	1.5881587230541774	1.5058176720903476	1.6790488448831042	2.7690854014580752	2.7494043163096133	2.7690854014580752
0.7156320006382809	0.7041644084511847	0.7255068716882805	0.7022124281636787	0.7022124281636787	0.7168624559050133	0.7017479615574747	0.7017479615574747	0.7098846147080179	0.7031903914962487	0.7031903914962487	0.7191824781729224	0.7135029155497237	0.7135029155497237	0.7379271100023491	1.2984053897981676	1.2865198775813096	1.2984053897981676	1.2987640944855734	1.288091060419553	1.2987640944855734	1.2985870223634488	1.2930540969720616	1.2985870223634488	0.7136983084405036	0.7071972706079991	0.7198946101246096	1.2857930861396822	1.250976541874806	1.298530846236588	0.7013368506531019	0.7013368506531019	0.709056303047417	0.700979085610278	0.700979085610278	0.7053779456112257	0.7011847977287801	0.7011847977287801	0.712271992173195	0.7019596724183939	0.7019596724183939	0.7145662412587958	0.7012123731473201	0.7012123731473201	0.7072001485366645	0.7018614423694247	0.7018614423694247	0.7110848983454335	1.0001592769665986	0.9575790983273683	1.0405469802829415	0.7044377541066058	0.7044377541066058	0.7137231137885218	0.702174333166444	0.702174333166444	0.7120816335007852	0.7031020760251321	0.7031020760251321	0.7125318717270636	0.15831610060604723	0.15831610060604723	0.15847036269252807	0.9955634047752938	0.9700482667597339	0.9955634047752938	0.6810402456898317	nan	nan	8.571624082118968	8.571624082118968	8.58140387396051	-7.640877055281219	-7.640878437458004	-7.640876289993159	-12.875771354575477	-12.92036312317115	-12.830891897150156	4.412433549356733	4.408407957567456	4.412433549356733	0.7532602145113608	0.7387268750772173	0.7715684473050222
0.7074102299708775	0.7074102299708775	0.7164881366982767	1.146265137400118	nan	nan	0.7728796637730387	0.7640910659401821	0.7819832651124493	1.0200055453370238	nan	nan	0.864928870173172	nan	nan	1.0922196872411916	nan	nan	0.706722509107582	0.706722509107582	0.7199596149112899	1.2868572189489282	1.2783861044437062	1.2954355627516847	0.7438259171814128	0.7254680799751678	0.7632738872383849	0.855721268737082	nan	nan	1.2473959988937773	1.144002244271988	1.294891887130651	1.26419022913078	1.248321884463411	1.2954394949091825	1.2981344586183405	1.2805144009558092	1.2981344586183405	0.7084276125955161	0.7025091682472228	0.7167542515407013	1.2974445312642355	1.2889009969332426	1.2974445312642355	0.7053259512722743	nan	nan	0.9883242929463656	0.9634740925307342	1.0059900789844085	1.216703164862579	nan	nan	1.2960508869254512	1.2858079752331686	1.2960508869254512	0.920600193891514	nan	nan	0.9046457699014578	0.9046457472533731	0.9046457993623811	0.9972656495272592	nan	nan	1.6600403619369677	1.6600403318775465	1.660040439722312	7.375698842442704	7.3755126838333975	7.375887357490103	-7.593026379464149	-7.593026541542799	-7.593026226389869	-11.0056270257985	nan	nan	5.284424417532882	5.263747388422912	5.312715370719446	1.2376760974357877	1.1959523370341487	1.3374837242912876
0.7026400435496649	nan	nan	0.7019349244800126	0.7019349244800126	0.75821632590815	0.7012000702908736	0.7012000702908736	0.7429529557083538	0.7015929159494821	0.7015929159494821	0.7197595387713349	0.7012607625968299	0.7012607625968299	0.708906891166531	0.7018563357058857	0.7018563357058857	0.7100663517812321	0.7012265862839917	0.7012265862839917	0.7118232450187673	1.2990553338777022	nan	nan	1.2978550811422238	1.2670271633490102	1.2978550811422238	0.7186642149210882	0.7186642149210882	0.7277212773834366	1.1428555395076703	nan	nan	1.298529001672347	1.2900661661452548	1.298529001672347	1.2921408684809608	1.2650762686028307	1.2968796161130522	0.703125256685373	0.703125256685373	0.7226594452175229	0.7012560595268524	0.7012560595268524	0.7095813227665151	1.2988806374661044	1.2856353484689438	1.2988806374661044	1.2983294641080347	1.2882327127481794	1.2983294641080347	0.7073929990062556	0.701460755358536	0.7446638539239977	0.7006616688604799	nan	nan	0.711276401064229	0.702274130196282	0.7970792952743484	0.25029686479356744	nan	nan	0.9996405555654935	0.9907864045383512	0.9996405555654935	3.0483656625570212	nan	nan	8.191292917866967	nan	nan	-7.757525989676299	nan	nan	-13.049542418659444	-13.05917024454587	-13.041416956812437	0.305366445709914	nan	nan	2.8893506694919044	2.8566848293056304	2.899181345860868
0.7017961425466569	0.7017961425466569	0.7102009972308558	0.7018163500204164	0.7018163500204164	0.7110509154080626	0.7012367048499535	0.7012367048499535	0.7076565360020439	0.7010588466063892	0.7010588466063892	0.7041142902048091	0.7048282964453372	0.7048282964453372	0.722204922981977	0.7133182653852266	0.7070719981234832	0.7194962674309946	0.7027544278472462	0.7027544278472462	0.7150725917189896	1.1413511553227427	1.1166035810896777	1.1921515555944138	1.2346805696417258	nan	nan	0.717404557446834	0.7064442972712909	0.7278510554266484	0.7216971345502768	0.7111477197774093	0.7314773211626229	1.271806239765918	1.2590812761744457	1.2975534791823087	0.7020492935162305	0.7020492935162305	0.7119476594837341	0.7062620184065442	0.7062620184065442	0.7146205069086364	0.7013665327341729	0.7013665327341729	0.7048843498697261	0.7018977040061609	0.7018977040061609	0.7117777982603892	0.7020671922436985	0.7020671922436985	0.7102405118424324	0.701957732986469	0.701957732986469	0.7112592486685718	0.702019911875959	0.702019911875959	0.7108685256842496	0.7018331200218597	0.7018331200218597	0.7147727777529945	-0.0391844159793872	-0.039185603724664425	-0.03918171715817393	-0.9978641351442223	-0.9978641351442223	-0.986774684101778	2.77060037874045	2.7705992821152474	2.7706025673928454	8.608770908358766	nan	nan	-7.658553786568643	-7.659372803536816	-7.658553786568643	-12.807612486654332	-12.814497274175658	-12.807612486654332	3.86387235904894	3.8631861351400927	3.8672034042731376	2.2661535337502525	2.26100800676487	2.2661535337502525
0.7020087982010923	0.7020087982010923	0.7362166190776848	1.2905052797443182	1.271565543292655	1.2983934129302603	1.2988349502353298	1.273643033863096	1.2988349502353298	1.2973289335299802	1.2833327684322553	1.2973289335299802	0.7024981720695305	0.7024981720695305	0.7151085355567063	0.7491610433996131	nan	nan	1.2985909317710607	1.293420653580175	1.2985909317710607	1.2989938759477475	1.2920326433776543	1.2989938759477475	1.2983145232806526	1.2843939932197859	1.2983145232806526	1.2851734974207627	1.2748587892892305	1.298606605685084	0.7020291228273197	0.7020291228273197	0.7099006523282692	1.2754604713230466	1.2549694637113267	1.2933040619306682	1.2987176503596853	1.2928921763896257	1.2987176503596853	1.2996473642754518	1.2965279054699714	1.2996473642754518	1.2580505829920758	nan	nan	1.2989891635584492	1.2942826527830413	1.2989891635584492	1.2987078840689699	1.2889083249025473	1.2987078840689699	1.2987541607153261	1.2800819760355566	1.2987541607153261	1.2987163103057269	1.2869658750317732	1.2987163103057269	0.701602263659262	0.701602263659262	0.7118039114090766	-0.27291549859421593	nan	nan	0.9982083198258844	0.9838290837781327	0.9982083198258844	1.4791245173544754	nan	nan	8.02911898536555	nan	nan	-7.630593889233963	nan	nan	-12.728394937368742	-12.745858322209369	-12.728394937368742	4.858206600514962	4.825497459761274	4.858206600514962	3.1412464880275035	3.1383087868056805	3.1412464880275035
0.7035139959716672	0.7035139959716672	0.7162881443505447	0.7007494120221721	0.7003234491655237	0.7020051150266668	0.7781249473475962	0.752244655500026	0.7968881589370846	0.703370389601508	0.703370389601508	0.706078542681551	1.297772963187151	1.2971296257887388	1.297772963187151	1.297696067171958	1.290119272325445	1.297696067171958	0.7004061422802024	nan	nan	0.9513131515482778	0.9429378087782557	0.9599653651536725	1.198373091774385	nan	nan	0.7024338295669426	0.7024338295669426	0.715424375632102	0.9683922140952145	0.9543665850556627	0.9866351165589593	1.2933598279954572	1.274987609245188	1.297476173547412	0.803979305400691	0.7926986794437173	0.8191310308817736	0.7017605116897413	0.7017605116897413	0.7101889475883191	0.8818409648072755	0.8543716959202521	0.9005655556617419	1.1988251247991433	1.1780575547018632	1.2089739825842394	0.7015405421537202	0.7015405421537202	0.7063358161771478	0.7010925396737394	0.7010925396737394	0.7056451462098695	0.9542723725075543	0.9423420854640774	0.967416803807668	0.8155497214854618	0.8094547629103189	0.8266117459456855	-0.1472254646245755	-0.14722978394683697	-0.14721660499147174	0.9692962049400147	0.9578210225331596	0.980723772482111	1.07486737631458	nan	nan	9.6890954900104	nan	nan	-7.656156932531203	-7.656156932531203	-7.643504295509772	-13.362124540444277	-13.387906093056333	-13.334523113530194	1.574310886097846	1.568691048576515	1.577949044927207	2.425267740769678	nan	nan
1.2990774539436236	1.2951523799250841	1.2990774539436236	0.9019482914739609	0.8969938300728916	0.9069331483437485	1.2993139795921071	1.2949188502399946	1.2993139795921071	0.8039791417200969	0.798010908242467	0.8124160535907465	1.2882857177168714	1.2742985627216084	1.298550055793243	0.7050853416364238	0.7050853416364238	0.7191732833499045	0.7007654507713712	0.7007654507713712	0.7034988027519403	0.7026806810531637	0.7026806810531637	0.7092178627381588	1.2979958588688727	1.2751166440757187	1.2979958588688727	1.0541788024739773	1.0541788024739773	1.060723114971696	0.8201775707994381	0.8039622224934192	0.8260124737613074	0.7014327052452785	0.7014327052452785	0.7063927107358229	0.7031437293269148	0.7015249943915112	0.7046528624177338	1.0644939358678736	1.0605879194838963	1.0683612020893112	0.9504918033215826	0.9469966097102549	0.9547034030768469	1.1065291577360912	1.1007419292038758	1.108636852078071	0.7493440693022608	0.7412765884698218	0.7587377113674294	0.7662718388111514	0.7558709092089159	0.7757170073148031	1.009157385717927	1.004222799203443	1.016799759778265	0.8324130985810984	0.8298188611115754	0.8390330551517337	0.7768434726606431	0.7768412288265342	0.7768459971394902	0.9812631100100606	0.9610421253102337	0.9977140806133096	5.349051924068414	5.349045287860172	5.349061220516267	9.554050530431732	nan	nan	-7.171970214256144	-7.17197884703586	-7.1719563034038565	-12.833278859405572	-12.83960066310364	-12.826283039872049	4.4423076600734115	nan	nan	1.3252873831204879	nan	nan
0.7540869942138914	nan	nan	1.2966872623265049	nan	nan	1.295369691893526	1.0178006590673905	1.295369691893526	1.2756744523498107	nan	nan	0.770530362155635	nan	nan	1.1989070733850817	nan	nan	0.7993309557255647	nan	nan	0.7355964462683422	nan	nan	0.7375511701216902	nan	nan	0.7449682525508776	0.7029424943415297	0.8013328963628603	0.7577962363653744	nan	nan	0.7386378781779266	0.7029595665524657	0.7870462113913518	1.2956737738373856	nan	nan	0.9975566348749053	nan	nan	1.2027918877387827	nan	nan	1.2750130272097073	nan	nan	1.2979326807858256	nan	nan	0.8759329349882045	nan	nan	1.24740627678148	nan	nan	0.811949932048802	nan	nan	-0.2516049187389984	nan	nan	-0.9973901497249156	nan	nan	4.573416819825989	nan	nan	7.458421077876474	7.4578663042581645	7.460281881054552	-7.659819000154698	-7.6712832293260895	-7.648275707333849	-12.955892025596341	nan	nan	0.028825058402506924	0.028825058402506924	0.17974585245950228	1.292698072456401	1.292698072456401	1.3111868397384123
0.9290872251114723	0.916294981563152	0.9423341692598515	0.8890092534391226	nan	nan	1.2863116839583173	nan	nan	1.2979072258462665	1.2900802977357941	1.2979072258462665	0.8854913209686636	nan	nan	0.7653490111476947	0.7609601734521896	0.770111366944945	1.2979181086463156	1.2888021139837302	1.2979181086463156	0.7037892219213528	0.7037892219213528	0.7126039078324905	0.9794409199590459	0.9734397625015487	0.9855437919497207	0.7010441905654643	0.7010441905654643	0.7024038293826549	0.7885446781426738	0.7766787834235687	0.7997183956698312	1.2968873099698528	1.289140081178004	1.2968873099698528	0.717562962935376	nan	nan	0.8927371895096905	nan	nan	0.8346067195064534	0.8308318194154456	0.838778204431925	1.1003731569936492	1.0887266530177426	1.1090685106408193	1.2985122721113962	1.2930352136689098	1.2985122721113962	1.1145709162026627	1.1004455987693589	1.1270395606036652	0.7978919728405691	nan	nan	1.2982635928108457	1.2903463595886673	1.2982635928108457	-0.6636231484811513	nan	nan	0.2783586062077469	0.2670434067690757	0.2892023390031402	4.426594940921428	nan	nan	9.46935950363945	nan	nan	-7.574251132473637	nan	nan	-12.785642286703116	-12.820870446509439	-12.785642286703116	5.812917163086696	nan	nan	1.1091476052814926	1.100944310464469	1.1184362591050765
