cos_gwtheta	cos_gwtheta_ll	cos_gwtheta_ul	cos_inc	cos_inc_ll	cos_inc_ul	gwphi	gwphi_ll	gwphi_ul	log10_Mc	log10_Mc_ll	log10_Mc_ul	log10_fgw	log10_fgw_ll	log10_fgw_ul	log10_h	log10_h_ll	log10_h_ul	phase0	phase0_ll	phase0_ul	psi	psi_ll	psi_ul
0.2641870988635203	0.2508732711189313	0.2802587909266313	0.2974723010353448	0.28905988874714716	0.3075866464454321	0.26379142398252153	0.26379142398252153	0.34214506602767064	6.962855316272488	nan	nan	-7.650442813661776	-7.666387545803435	-7.6357437637186845	-12.578667183682821	-12.597949633987444	-12.556847568864432	1.4095734553757016	nan	nan	0.4506228032169083	0.4405126112705382	0.4618292810369811
0.024789681572050346	0.013855200619063979	0.024789681572050346	-0.524399701369323	-0.5331584238872773	-0.5155487817722324	3.149007613081845	3.149007613081845	3.1678890548079046	7.3977075857757235	nan	nan	-7.654642669396	-7.659631923293506	-7.650372587231468	-12.416644806099448	-12.453391873564003	-12.416644806099448	1.1629738434117465	0.9152438396207571	1.3058008949801319	2.9108246697463747	2.9009024909911947	2.925064833700568
0.038381124704170405	0.011740671458663116	0.06588894154371741	-0.8025190190158714	nan	nan	3.1763418406744663	3.127369839106346	3.2308429391938263	6.795694401809398	nan	nan	-7.652188767544353	-7.684749573883217	-7.620351534679686	-12.57899071880464	-12.714310736833045	-12.480483199383457	2.4067281823432305	nan	nan	0.6317980473844036	nan	nan
0.022776755971969882	0.0042955797042747434	0.022776755971969882	0.997313403474315	nan	nan	6.264119820463671	nan	nan	9.137708981044153	nan	nan	-7.65343607832236	-7.678867000413636	-7.627876717230624	-12.521651880741196	-12.575135403526906	-12.521651880741196	3.5591043733038985	nan	nan	1.0990007279265637	nan	nan
0.050629653026675436	0.035822511719608374	0.06268816331267024	-0.612567880105189	nan	nan	3.1869793905725583	3.126872133092763	3.2470866480523535	6.511111300164442	nan	nan	-7.647334276639577	-7.668697669315828	-7.627639899016157	-12.506606362918621	-12.55969219593535	-12.506606362918621	0.2200737766452579	0.01943135717138414	0.5300058300113456	0.9145805254466446	0.9145805254466446	0.9637174912972052
-0.24412745672360944	-0.24806599855799932	-0.23979662984595362	0.3212608149015995	0.31612952967808644	0.32639210012511266	6.0253566957468765	6.016002459650303	6.033691275776051	6.745732793112224	nan	nan	-7.6521917309746845	-7.654756327614732	-7.649365440799939	-12.595707749689097	-12.601303517975468	-12.59007285015597	5.189560500646727	nan	nan	2.1222152702201136	2.1122081536971185	2.131285265463363
0.24923054124055888	0.22625279061805736	0.2675111826197867	0.24117992397340915	0.21143430640004124	0.26471491809739245	5.087861045918611	nan	nan	8.785726906639395	nan	nan	-8.021987139837172	-8.021987139837172	-7.999785414415403	-13.182234016410492	-13.21787854202815	-13.147480603933277	4.065307867924531	nan	nan	3.133297154121652	3.0673861344610613	3.133297154121652
0.002490969277468502	-0.010885435034011848	0.009787189811003214	-0.4830156917740906	nan	nan	3.1463030105690626	3.1463030105690626	3.17750624424559	9.923924549850538	nan	nan	-7.6519581883933805	-7.6615715470900545	-7.642289580508794	-12.358977803120732	-12.425578154168678	-12.307547532033709	3.200310389348101	nan	nan	2.622849332683324	2.616542433939202	2.6322220849836167
-0.010245388559074087	-0.027586881448971257	0.004386496066776546	-0.45644580030425086	-0.4917375215740853	-0.4271206650044964	3.1353824688142478	3.1353824688142478	3.1970814766923192	7.331077958618509	nan	nan	-7.650903656850641	-7.657573959515197	-7.644372318824931	-12.364079647790124	-12.413269012659795	-12.364079647790124	6.266601270597514	6.097952374716586	6.266601270597514	2.564002264628172	2.496226650496266	2.6308976759791447
-0.10624005461170258	-0.1264570500825184	-0.10624005461170258	0.2389042295435254	0.22223027018066174	0.25332720439240247	0.35948451400849674	0.3411765414311382	0.38159414209372217	8.117216319300947	nan	nan	-7.652014262498481	-7.656607184873946	-7.647536163182402	-12.492438060611256	-12.532567586091139	-12.452973665387944	3.475353452408403	nan	nan	3.133298727330893	3.084568284174834	3.133298727330893
-0.16807524893961856	-0.17282797492371857	-0.1623440205470274	-0.9954561930474242	-0.9954561930474242	-0.9725791261047876	1.991977354997064	1.9898717515977857	1.994046696569719	7.297202576931181	nan	nan	-7.843186007048672	-7.843186007048672	-7.843132314238189	-13.413613907020368	-13.419264535226757	-13.408048894392865	6.279294503554027	6.256415386992238	6.279294503554027	0.001311721201603447	0.001311721201603447	0.00878837136529787
0.023504593251381517	0.005842264913257178	0.03604797244726182	0.28064273498384107	0.28064273498384107	0.299585272409599	6.26031857753982	6.155465975106844	6.26031857753982	9.522382545458793	nan	nan	-7.650691671639571	-7.650691671639571	-7.643089399234222	-12.535936729725986	-12.570549565553037	-12.535936729725986	1.3015958785376687	1.2545191287377266	1.5655657352037093	1.0973130307843246	1.0199442183548275	1.1544357988397478
-0.651312630980333	-0.6606601922490982	-0.6391737840549225	0.2850325132584095	0.2746136100584952	0.30478501724158025	4.712212259362964	4.695552666904941	4.728635209882663	8.200805511478574	nan	nan	-8.032827534838397	-8.041005329609014	-8.028459573239846	-13.069917444818767	-13.088897775301055	-13.05169632755577	3.748647172418827	nan	nan	1.6687830411172777	1.6550650204664457	1.6770307893357408
0.051959917642896314	0.036502660695964084	0.06780849755051044	-0.5288661851868239	-0.5447849492348795	-0.5141670038682564	3.1149695276668794	3.08578923994686	3.1405022794218964	6.878803693986559	nan	nan	-7.653117225047519	-7.6575302646366294	-7.650998966044746	-12.48119996396878	-12.52723288832537	-12.48119996396878	1.5893009010949006	nan	nan	0.9494966949511645	0.9183107596405902	0.9885195103786448
0.3315731830773866	nan	nan	0.25035118073729357	0.25035118073729357	0.2784659365893589	0.7977821196230762	0.7575743617563171	0.9001862529399783	8.41839072132166	nan	nan	-7.653543610593241	-7.658185773342615	-7.653543610593241	-12.574207830603113	-12.613944492288114	-12.574207830603113	2.482799922202106	nan	nan	1.8649528458834328	1.8538518790204739	1.8849577132510564
0.029872409268334066	0.028687695274576347	0.03052435247199956	-0.5863335573696481	nan	nan	3.1540759038905826	3.1540759038905826	3.163334378509279	7.163721881105204	nan	nan	-7.650903981448999	-7.654009639267633	-7.648391418005452	-12.460986490762306	-12.489630536618412	-12.444855884734123	2.5276961747352633	2.477278255366758	2.6942769803288056	2.966194587793392	nan	nan
-0.037832175737335993	nan	nan	-0.5851563165582894	nan	nan	3.102086179530313	3.0730600949486018	3.102086179530313	6.845459638054744	6.511033878888389	9.08726061677447	-7.647439811507058	-7.657186137973822	-7.647439811507058	-12.488640565839221	-12.52957966661055	-12.452958236762266	2.1473846898344098	nan	nan	2.7884245828941383	2.72188712871863	2.869526687177189
-0.0050943711653963055	-0.01507522051644361	-0.0050943711653963055	-0.5998940939151606	-0.6286468875771826	-0.5687330713423601	3.1209513339319317	3.1209513339319317	3.1651492863900974	7.029588841183915	nan	nan	-7.651392069973101	-7.651392069973101	-7.647821596169895	-12.432093051808547	-12.461001277757337	-12.401527666410464	0.00530166268593771	nan	nan	2.1409017251377023	2.0994305864507163	2.167608898387643
0.8551962104731238	0.8477563498782599	0.8621949726137468	-0.12037106880165849	-0.1827344236577937	-0.05532129250556672	2.806922954296988	2.750962231421914	2.868872094011091	6.611407751035032	nan	nan	-7.871539148878078	-7.889052323169323	-7.851821519081642	-12.741573119132223	-12.780859188395668	-12.741573119132223	5.032894994605837	nan	nan	2.69967499199335	2.682410471843621	2.713694614379998
-0.0023826546186664355	nan	nan	-0.9937158580809387	nan	nan	3.108929249536906	3.108929249536906	3.1178283118749093	6.511054665600796	nan	nan	-7.651187192736728	-7.66060927250728	-7.643310533457642	-12.472439053609364	nan	nan	3.3022522731912756	nan	nan	2.1133524040683174	nan	nan
0.30243793158892684	0.30243793158892684	0.3184904126812216	0.25527657741260634	nan	nan	4.560966517858212	4.457028345252807	4.674176170649075	9.371577302263045	nan	nan	-8.009722287379397	-8.017125196942784	-8.00198700228459	-13.073824176458691	-13.107401521073662	-13.03496652361798	5.720427329441717	5.511548529370602	5.974313825115549	0.05905402905989826	0.029251716996691674	0.13138672396330592
