3.179680537091373905e-09	-5.207192239014928396e-18	2.234802888230379387e-17	1.000000000000000000e+00
6.359361074182747810e-09	-6.459259312432513014e-18	2.234331057223811840e-17	1.000000000000000000e+00
9.539041611274121301e-09	6.318887226161975450e-18	2.530864679361148739e-17	1.000000000000000000e+00
1.271872214836549562e-08	1.095271830055706103e-17	2.234010900850772667e-17	1.000000000000000000e+00
1.589840268545686994e-08	4.554420399463111386e-17	2.340812523796916696e-17	1.000000000000000000e+00
1.907808322254824260e-08	1.760664870367590640e-17	2.566396438619673598e-17	1.000000000000000000e+00
2.225776375963961527e-08	3.856532179170377049e-15	4.914290992790864894e-16	1.000000000000000000e+00
2.543744429673099124e-08	-6.796047812593329552e-18	2.451939801173529214e-17	1.000000000000000000e+00
2.861712483382236390e-08	5.404373196226199265e-17	2.234064828058270394e-17	1.000000000000000000e+00
3.179680537091373987e-08	-8.720752403594918777e-18	2.233936701059394808e-17	1.000000000000000000e+00
3.497648590800511254e-08	-1.795112580645947227e-17	3.103069278115276978e-17	1.000000000000000000e+00
3.815616644509648520e-08	-8.149583885057299506e-18	2.743083141243970252e-17	1.000000000000000000e+00
4.133584698218785787e-08	-9.356000573501983003e-18	2.249882686591829796e-17	1.000000000000000000e+00
4.451552751927923053e-08	1.537921184088320487e-17	2.233292444047453170e-17	1.000000000000000000e+00
4.769520805637060981e-08	-4.028055427779545626e-18	2.233399171955061052e-17	1.000000000000000000e+00
5.087488859346198248e-08	1.524087516428069200e-17	2.233327375076574949e-17	1.000000000000000000e+00
5.405456913055335514e-08	4.748349763293840423e-18	3.155537772841371547e-17	1.000000000000000000e+00
5.723424966764472780e-08	2.084773427906333774e-17	2.233263965514527353e-17	1.000000000000000000e+00
6.041393020473610709e-08	3.677064509679127809e-17	2.233457969599424350e-17	1.000000000000000000e+00
6.359361074182747975e-08	1.238795209345092128e-17	3.284780722166278675e-17	1.000000000000000000e+00
