3.192848020434227285e-09	-1.360365889177525477e-18	3.729694115534774715e-17	1.000000000000000000e+00
6.385696040868453743e-09	-1.403964069757947346e-17	2.591701980345492753e-17	1.000000000000000000e+00
9.578544061302680614e-09	-2.445686884437160331e-17	2.418091319582491628e-17	1.000000000000000000e+00
1.277139208173690749e-08	3.492000233210208837e-17	2.139807108679079465e-17	1.000000000000000000e+00
1.596424010217113601e-08	-4.242554359453914088e-18	2.120368083574312262e-17	1.000000000000000000e+00
1.915708812260536123e-08	7.212648880717335154e-18	2.115287905149815605e-17	1.000000000000000000e+00
2.234993614303958975e-08	1.453286800997734291e-15	1.661313874860384156e-16	1.000000000000000000e+00
2.554278416347381828e-08	-2.070340790327537884e-17	2.108835532124967978e-17	1.000000000000000000e+00
2.873563218390804350e-08	4.328136907501548672e-19	2.107836363075262766e-17	1.000000000000000000e+00
3.192848020434226541e-08	-3.140585931990508625e-15	5.507073385670377103e-15	1.000000000000000000e+00
3.512132822477649062e-08	-1.832630232779666605e-17	2.097283262894232571e-17	1.000000000000000000e+00
3.831417624521072246e-08	6.308121068799364585e-18	2.094859570765598014e-17	1.000000000000000000e+00
4.150702426564494767e-08	-1.279560227618130504e-17	2.095585281778591076e-17	1.000000000000000000e+00
4.469987228607917289e-08	1.563490870577346116e-18	2.318062750816621971e-17	1.000000000000000000e+00
4.789272030651340473e-08	-9.739828030957237475e-18	2.095876632506855191e-17	1.000000000000000000e+00
5.108556832694762994e-08	2.318049365605211310e-17	2.697066797721933132e-17	1.000000000000000000e+00
5.427841634738185516e-08	-1.419077135809750102e-17	2.491246978317416282e-17	1.000000000000000000e+00
5.747126436781608038e-08	-2.199206827277452600e-17	2.107590876412452258e-17	1.000000000000000000e+00
6.066411238825031221e-08	1.366452178316563660e-17	2.093176744451512723e-17	1.000000000000000000e+00
6.385696040868454405e-08	-8.747232695752474305e-18	2.090579401226137132e-17	1.000000000000000000e+00
