3.192848020434227285e-09	-2.900685252522383901e-16	2.754946122824037373e-16	1.000000000000000000e+00
6.385696040868453743e-09	-4.657206243782863585e-17	1.772484503857949440e-16	1.000000000000000000e+00
9.578544061302680614e-09	-2.315391697920123486e-16	2.863771926788907702e-16	1.000000000000000000e+00
1.277139208173690749e-08	-1.560354294191451758e-16	4.854572727144157485e-16	1.000000000000000000e+00
1.596424010217113601e-08	-2.172314084842342889e-16	1.177504421490238020e-15	1.000000000000000000e+00
1.915708812260536123e-08	1.779325510875583543e-14	1.194941838002266981e-14	1.000000000000000000e+00
2.234993614303958975e-08	5.296079804066226195e-14	2.225063806280365125e-14	1.000000000000000000e+00
2.554278416347381828e-08	-1.156260981553396297e-15	9.258324159776276853e-16	1.000000000000000000e+00
2.873563218390804350e-08	-1.146261483120360406e-16	6.843282264591627641e-16	1.000000000000000000e+00
3.192848020434226541e-08	-7.451834281943258751e-14	8.877731507376718988e-14	1.000000000000000000e+00
3.512132822477649062e-08	4.765368376796239128e-17	8.835903467509710613e-17	1.000000000000000000e+00
3.831417624521072246e-08	-9.762112711721597257e-17	1.128765719104747772e-16	1.000000000000000000e+00
4.150702426564494767e-08	-1.277020113338086241e-16	6.970856222291651703e-17	1.000000000000000000e+00
4.469987228607917289e-08	4.675310328902311245e-17	5.715192311719005580e-17	1.000000000000000000e+00
4.789272030651340473e-08	-3.209375145007988583e-17	6.565639345295690310e-17	1.000000000000000000e+00
5.108556832694762994e-08	-1.238561448422596164e-17	6.680494643062812433e-17	1.000000000000000000e+00
5.427841634738185516e-08	9.336532019723292008e-17	5.655877300268491035e-17	1.000000000000000000e+00
5.747126436781608038e-08	5.920183325188245466e-17	5.612071229693354111e-17	1.000000000000000000e+00
6.066411238825031221e-08	-2.028480230113251496e-17	6.386201271264434611e-17	1.000000000000000000e+00
6.385696040868454405e-08	2.075465544853147163e-17	6.764192878778669469e-17	1.000000000000000000e+00
