cos_gwtheta	cos_gwtheta_ll	cos_gwtheta_ul	cos_inc	cos_inc_ll	cos_inc_ul	gwphi	gwphi_ll	gwphi_ul	log10_Mc	log10_Mc_ll	log10_Mc_ul	log10_fgw	log10_fgw_ll	log10_fgw_ul	log10_h	log10_h_ll	log10_h_ul	phase0	phase0_ll	phase0_ul	psi	psi_ll	psi_ul
0.02293628868079356	-2.8587620075959386e-05	0.04827684184037362	-0.3732333563597384	-0.40794281351231765	-0.33731511214214416	3.3437522995565865	3.313708571128597	3.3676061140873523	8.293295019963207	nan	nan	-8.306117137649688	-8.306117137649688	-8.277349492179262	-14.276128003595527	-14.332736660762485	-14.219151757745665	4.5849147963158305	nan	nan	2.1991931610170745	2.1434448612044696	2.243956574167097
-0.08983367666025255	-0.12383826405362386	-0.06288936376804743	-0.5922087163934726	-0.8213803158029754	-0.49932015176589456	3.283303244306655	3.212131617284817	3.362583031368956	8.12084384971084	nan	nan	-8.307584296307928	-8.352030588143393	-8.263506853367364	-14.537944669021918	-14.641918476882081	-14.46512799550369	1.1014000167143225	nan	nan	1.2111915702614529	nan	nan
0.04116906163809442	0.011755530456730168	0.0711631230401435	-0.2982781957342484	-0.3735170110184932	-0.2284008162184772	3.1067496236258143	2.9990537347915995	3.1989719652137336	8.12108962259791	nan	nan	-8.311420231677683	-8.328913138838546	-8.280807644146176	-14.26716408592625	-14.348485675910439	-14.193822651968546	1.5432646735654896	0.7968390612372682	2.619087100659703	1.8282563594532077	1.7706585276120796	1.8905391824010302
0.030795523642693667	-0.004384639627172171	0.060460958616202154	-0.3620137938939355	-0.42077292273551714	-0.31350793585692516	3.177653170985013	3.0748027595513996	3.2891257725986893	8.436478862306606	nan	nan	-8.319853644577794	-8.319853644577794	-8.287445486812052	-14.4079355384271	-14.4896005503325	-14.334187032777836	0.13983045207337058	nan	nan	1.9214178782341977	1.8500816706767602	1.9791518428251746
0.19918588314778052	0.1674412431695721	0.23837067312088145	-0.17330316093648113	-0.20883528379656624	-0.13714766749990331	2.8642096292770143	2.78621683987328	2.9264501804267926	8.962235888410994	nan	nan	-8.298473949650402	-8.342604424251121	-8.255808387069624	-14.292178594490004	-14.343040957993566	-14.244141917847749	3.773889318472244	nan	nan	2.7095628285366846	2.6378815654060928	2.7793822406768713
0.06898351398829572	0.04258755917875012	0.10175090616566274	-0.4403091568681671	-0.5151734146674614	-0.3773852743634437	2.978767950249885	2.904289971331868	3.0470069361695336	9.994693995661777	nan	nan	-8.292645745410875	-8.32473638663031	-8.267874022364294	-14.37091050236915	-14.421645190669249	-14.321396236124377	0.019817430254624426	nan	nan	2.356301452586804	2.288152107724983	2.4154460792086248
-0.0363198403941043	-0.06840759972692323	-0.0021839262102544277	-0.4368244453993171	-0.49537885801233744	-0.38601112462327225	3.3001912474556665	3.2063762267232834	3.391550377592961	9.994592894322718	nan	nan	-8.308651676182999	-8.335116942119011	-8.273425494626789	-14.313579697607269	-14.35823950367645	-14.269878256475195	3.895205130157854	nan	nan	0.3455896836396238	0.24925019653574168	0.4413056141926717
-0.971001909377416	-0.971001909377416	-0.947850461869895	-0.06319520652922556	-0.10239454141623949	-0.02959577662607077	1.4435070758114894	1.2956461806809458	1.596028342994858	8.08298310428347	nan	nan	-8.3160450730335	-8.341508849724196	-8.281273846931722	-14.59843433086021	-14.65972282143723	-14.550935750663019	2.842326006465813	nan	nan	2.998027336222891	2.5129170994804033	3.133283442153024
0.13068382827101965	0.08142653110028819	0.17897529608546203	-0.3881699118216494	-0.4525629504167667	-0.32942538538399846	3.418515350718897	3.3496520080489494	3.4798526450096148	8.245316892583697	nan	nan	-8.303414099417697	-8.34645142094276	-8.267191020467434	-14.420200906802778	-14.495584665433523	-14.355113466424037	3.984803114266081	nan	nan	1.2832184441141423	1.2124026418647555	1.3485707126588289
0.6017956925123031	0.5681091721842884	0.6276882818948609	0.2887601696155813	0.2421567496658149	0.35422955234019293	0.6203152950311734	0.5899592523818308	0.6658151742724743	8.93363828758135	nan	nan	-8.299145400647701	-8.31022617124857	-8.292954268623562	-14.62845412513998	-14.677468042417729	-14.581899687582261	2.783312653493931	nan	nan	2.5092674436428366	2.447710755244202	2.564621473363135
