-3.343851444107172784e-19	8.050301227551843586e-18	-4.153697296025359725e-02
5.460079296365316511e-19	8.250485686798225108e-18	6.617888332443390420e-02
8.724576653111166908e-20	8.365961687117280872e-18	1.042865958440392614e-02
-3.795651081411881291e-19	8.167933409400945223e-18	-4.647015213227923686e-02
-9.142353094810172923e-19	8.129025408248062195e-18	-1.124655495052819532e-01
3.930808559863485367e-19	8.237241860470881318e-18	4.771996047277384662e-02
-6.507193008575200314e-20	8.355694592870375455e-18	-7.787734384317447807e-03
-1.720652867068475943e-18	8.325811374059051931e-18	-2.066648870318584241e-01
-1.111233497999549205e-18	8.180750885777303992e-18	-1.358351468606006918e-01
-1.041846185184178827e-18	8.195999375467822508e-18	-1.271164305237286463e-01
-6.681009518192830284e-19	8.331872015022642731e-18	-8.018617552150042460e-02
1.943949785725903973e-19	8.386478311028870625e-18	2.317957208771957364e-02
1.778749589768322396e-19	8.236962632243618304e-18	2.159472695439215717e-02
-8.286628886906164818e-19	8.099045462291351663e-18	-1.023161176892782021e-01
-4.722638120352190128e-19	8.258408521714393656e-18	-5.718581380340579529e-02
9.626500064243126100e-19	8.296152656040521855e-18	1.160357151484424920e-01
1.018767940099083171e-18	8.368269001324959786e-18	1.217417771749187555e-01
2.194244732628661617e-19	8.548709620308493137e-18	2.566755487186005158e-02
1.774444890749334992e-19	8.376394894307267010e-18	2.118387341020987885e-02
-4.445748598785487781e-19	8.132061005420528885e-18	-5.466939556678334505e-02
1.280203432349012822e-18	8.526539037924533734e-18	1.501433848663443482e-01
4.811139911151165242e-19	8.066792991034026937e-18	5.964129631811040250e-02
-4.390957121180557665e-19	8.173328922782767032e-18	-5.372299539959749654e-02
-1.007105160939036459e-18	8.041664075879026690e-18	-1.252359152827396405e-01
9.492690050077051487e-19	8.336619631960930823e-18	1.138673763366146452e-01
-2.834509998059965168e-19	8.339550052550991918e-18	-3.398876414433071869e-02
8.690627178386194358e-19	8.515137074833558646e-18	1.020609193018312683e-01
1.963699716688223518e-18	8.434372189444915733e-18	2.328210888233827047e-01
-1.686124095451430995e-18	8.415722133979676107e-18	-2.003540597714680849e-01
-1.102455201712162679e-18	8.361816283526546707e-18	-1.318439875178899212e-01
1.241287338031846837e-18	8.457739004540950210e-18	1.467634952279091576e-01
-5.836882479918009531e-19	8.380812413485581562e-18	-6.964578362982890014e-02
-8.262880001259202558e-19	8.406684857527005570e-18	-9.828939874986457326e-02
3.361162504056828414e-19	8.280775490332676291e-18	4.058994846534349360e-02
-9.868414999200328659e-19	8.724148270468229933e-18	-1.131160852986131671e-01
4.072243494539014312e-19	8.654485588110619926e-18	4.705355914086205987e-02
-5.111631040180548454e-19	8.182963298463170640e-18	-6.246674772622475003e-02
-2.284071855141096743e-19	8.026998175149506369e-18	-2.845486949545188854e-02
-1.171716378067147477e-20	8.552640353881571469e-18	-1.370005436432703656e-03
-5.163767840208188707e-19	8.369960425433570985e-18	-6.169405323013461145e-02
7.146539482252035027e-19	8.444381508580597312e-18	8.463070356295739061e-02
4.642231642663278799e-19	8.595887964626958088e-18	5.400525997740526774e-02
-2.701527225291489892e-19	8.163758241522594496e-18	-3.309171028057829311e-02
-7.532365960553905425e-20	8.224307885064492381e-18	-9.158662425847204427e-03
6.633642018100565422e-19	8.295707800649225952e-18	7.996475017576455679e-02
1.681896564236425829e-19	8.123094438285151042e-18	2.070512139203305180e-02
-2.493703699912122467e-19	8.142658462418826764e-18	-3.062517863694546455e-02
-1.522094552896013901e-18	8.150602437720770361e-18	-1.867462637917169099e-01
-3.977243669545993570e-19	8.223188100931981769e-18	-4.836620080592865523e-02
7.176543978618236970e-19	8.543224241141629972e-18	8.400275792900452343e-02
-2.880581282966611930e-19	8.035408238928239196e-18	-3.584859906695696263e-02
5.910113772516682610e-19	8.175829613836238104e-18	7.228763381412442457e-02
1.074021648313702512e-18	8.488635960793200657e-18	1.265246446277504266e-01
-1.399039197609339131e-19	8.269435990048183250e-18	-1.691819368688513708e-02
-1.150020790317627696e-18	8.088514182625580369e-18	-1.421794861642096952e-01
-1.097029112564616297e-18	8.660717919873727061e-18	-1.266672258251554939e-01
8.873523488517103287e-19	8.280163680340320730e-18	1.071660395987775322e-01
-1.698506468157602173e-18	8.017404535585857781e-18	-2.118524094198630525e-01
-6.900954414279113029e-19	8.466246245702385763e-18	-8.151138313254421841e-02
9.269171999995496159e-19	8.306353711377271284e-18	1.115913470828896470e-01
-3.441719965788101362e-20	8.094481756729310549e-18	-4.251933686708037931e-03
9.334925040828082441e-19	8.229542393161459213e-18	1.134318847252693968e-01
8.061611617272969849e-20	8.305822299662787261e-18	9.705976514330517252e-03
-7.063775735098557914e-19	8.576655783221489977e-18	-8.236049007490099660e-02
-1.705287952816509088e-19	8.183099922176091434e-18	-2.083914371123834694e-02
6.601100000430711957e-19	8.385287154428376629e-18	7.872240841441652259e-02
-2.220910721839473568e-19	8.191512647197749400e-18	-2.711233953351984555e-02
-1.797701527240873244e-18	8.325154857591998868e-18	-2.159361066540986529e-01
9.015023284205776910e-19	8.773208860395500428e-18	1.027562825376458072e-01
1.930219923632237565e-18	8.473285726580549969e-18	2.278006414415096603e-01
-1.125021590720331388e-19	8.484049830509748514e-18	-1.326043119966843244e-02
6.605043333282722206e-19	8.217404487756743943e-18	8.037870526056850595e-02
-4.262059719156023881e-19	8.285215213351682751e-18	-5.144175026724332606e-02
-1.789222874103843838e-19	8.155062442721367087e-18	-2.194002666038170901e-02
-8.080729980874208396e-20	8.383889199768742579e-18	-9.638402641457981257e-03
-6.586694477569459071e-19	8.227567339619859168e-18	-8.005640313451127532e-02
-1.056176146208130155e-18	8.223044378894311800e-18	-1.284410125426254656e-01
3.969040413582653064e-19	8.368312727587700485e-18	4.742939876634835045e-02
-1.880874315702632434e-18	8.212852642040778227e-18	-2.290159579966920822e-01
6.082468682428260672e-19	8.169670278144073445e-18	7.445182578176254284e-02
2.000908921538252576e-19	8.207425612613228984e-18	2.437925137528193856e-02
7.437712685001421728e-19	8.211833081934301990e-18	9.057311090947631205e-02
-6.969404714977138120e-19	8.279079511878227733e-18	-8.418091292610413445e-02
-1.805532453018203396e-19	8.164143633870181623e-18	-2.211539304046145765e-02
3.090658392501615323e-19	8.464841712984425202e-18	3.651170922382139528e-02
1.892529289188125865e-20	8.312134661888643642e-18	2.276827032008303057e-03
-1.337710993848933782e-18	8.267300789318249555e-18	-1.618074662987127321e-01
9.460731323790801543e-19	8.406874668015677458e-18	1.125356532289528283e-01
5.675307029416552477e-19	8.225949249777819824e-18	6.899273089449027563e-02
-6.235073050037725841e-19	8.357454579920003947e-18	-7.460492893396504510e-02
-4.422677176156075229e-20	8.392941000602441146e-18	-5.269520154899954602e-03
-1.686143290403802059e-18	8.907221312044941624e-18	-1.893007068459931497e-01
-7.071368442843059761e-19	7.969636500269164350e-18	-8.872887041465735147e-02
