3.179681211055455307e-09	-5.391378119031023019e-17	3.164527452102112596e-16	1.000000000000000000e+00
6.359362422110910614e-09	-2.939843678954171687e-16	3.161755484371056731e-16	1.000000000000000000e+00
9.539043633166366748e-09	-3.557121381600076998e-17	3.158692772076905745e-16	1.000000000000000000e+00
1.271872484422182123e-08	-7.071489526267940366e-17	3.163332059736925630e-16	1.000000000000000000e+00
1.589840605527727571e-08	-4.757001183861680787e-16	4.540747769544821029e-16	1.000000000000000000e+00
1.907808726633273019e-08	-3.514096122960360643e-16	3.709830923427916086e-16	1.000000000000000000e+00
2.225776847738818798e-08	8.698219796755983472e-16	4.172796607366293502e-16	1.000000000000000000e+00
2.543744968844364246e-08	-3.772892654669509755e-16	3.568126194815000635e-16	1.000000000000000000e+00
2.861713089949909694e-08	-3.447858108943881772e-17	3.158889732684670553e-16	1.000000000000000000e+00
3.179681211055455142e-08	5.674115550415717867e-16	3.158672498019241218e-16	1.000000000000000000e+00
3.497649332161000920e-08	-5.269282050371543063e-17	3.162905585399028290e-16	1.000000000000000000e+00
3.815617453266546699e-08	-3.648481164363398013e-17	3.158648489179951120e-16	1.000000000000000000e+00
4.133585574372092478e-08	-7.565522804122473897e-16	4.070708633509146452e-16	1.000000000000000000e+00
4.451553695477637595e-08	-3.012248330702318710e-18	3.567689264112550248e-16	1.000000000000000000e+00
4.769521816583183374e-08	-1.021207570381505683e-16	3.158792027977763183e-16	1.000000000000000000e+00
5.087489937688728491e-08	-1.843288648564674478e-17	3.158642432900867402e-16	1.000000000000000000e+00
5.405458058794274270e-08	-1.349068950112014788e-16	3.158656338234593096e-16	1.000000000000000000e+00
5.723426179899820049e-08	5.134861308677562962e-17	4.471425284661598025e-16	1.000000000000000000e+00
6.041394301005365166e-08	-5.529597320117926867e-16	4.165277297604848690e-16	1.000000000000000000e+00
6.359362422110910283e-08	-1.376001565605645583e-16	3.163057136824218253e-16	1.000000000000000000e+00
